text,label
Guilty plea from N.B. man who allegedly planned shooting spree rejected (Canadian Press) Canadian Press,politics
"Woolworths Has 16.6 Stake in Australian Leisure, Extends Offer Woolworths Ltd., Australia #39;s biggest grocer, increased",business
YEARENDER: Phelps Shines Brightest on Biggest Stage  SYDNEY (Reuters),sport
Dreaded day finally arrives: NHL to trigger lockout Wednesday at &lt;b&gt;...&lt;/b&gt; Come midnight EDT on Wednesday,sport
Web Positioning With Top Results Or The Ability To Attract More &lt;b&gt;...&lt;/b&gt; If placing your website,tech
Ban hits Half-Life 2 pirates hard Game maker Valve shut down the online accounts of the,tech
Top al-Qaida figure got Australian tourist visa in Aug 2001 SYDNEY,politics
"Business ; SBC May Cut More Than 10,000 Jobs Lehman Brothers analyst Blake Bath said in",business
Optus and Vodafone to share 3G network (FT.com) FT.com,tech
Sony Introduces Double-Layer DVD for Macintosh Sony #39;s new double-layer DVD player for the Mac will,tech
Serena Says She's 90 to 95 Percent Back (AP) AP,sport
"As promised, UPA decides to kill Pota The Centre is to promulgate an ordinance to repeal",politics
"Program Combines Archaeology, Oceanography (AP) AP",tech
"Mourners honour Iraq aid worker A memorial service is held in Ireland for Margaret Hassan, as",politics
Kerry Lesbian Remark Angers Cheneys (AP) AP,politics
Dolphins WR Boston Suspended Four Games (AP) AP,sport
"Genentech #39;s new lung cancer drug gets FDA approval NEW YORK, November 19 (newratings.com)",business
Dettori back on top of the pile Though the fall suffered by Kieren Fallon in a,sport
Congress Leads Exit Polls in Key Indian State (Reuters) Reuters,politics
"Insurgents Attack Baghdad Police, National Guard (Reuters) Reuters",politics
Bombers infiltrate Green Zone; blasts kill 6 Bombers infiltrated the fortified Green Zone district that houses,politics
"India debates space flight as lunar project proceeds BANGALORE, India India #39;s space agency is ready",tech
"Bin Laden deputy vows fight Muslims to 'stand firm,' tape says CAIRO -- Osama bin Laden's",politics
Phelps adds 200-medley to his tally of gold ATHENS Michael Phelps certainly will not beat Mark,sport
Irish in talks with NFL #39;s Weis By wire services.,sport
"FCC Approves New Broadband Hookups Supporters say the new technology, which uses electric power lines, could",tech
Bus with 26 passengers hijacked in Greece A hijacked bus is seen on a street some,politics
"Bonds wins record seventh MVP in a walk Capping a season filled with suspicion and success,",sport
This Date in Baseball for Sept. 14 (AP) AP,sport
Insurance losses from Ivan to come in between \$4 billion and \$10 &lt;b&gt;...&lt;/b&gt; Insured losses in,business
UPDATE 1-Centurion Youhana sets up Pakistan victory Yousuf Youhana top-scored with an unbeaten 107 to guide,sport
"Soccer: U.S. Overcomes El Salvador After Bad-Tempered Battle  FOXBORO, Massachusetts (Reuters)",sport
NHL player reps to meet in Toronto Player representatives will gather Tuesday in Toronto for an,sport
NASA Unveils its Newest Most Powerful Supercomputer NASA unveils its newest supercomputer today during a ribbon-cutting,tech
"Northern Ireland #39;s only brewery to close BELFAST, Northern Ireland -- Northern Ireland #39;s only brewery",business
Vikings' Smith Out Two More Weeks (AP) AP,sport
AMD Launches Two 64-Bit Chips The Athlon 64 FX-55 processor and the AMD Athlon 64 processor,business
Italy #39;s military presence in Iraq will continue despite abduction Italy will do whatever is possible,politics
UAE Hopes to Cash in on Outsourcing Rush (Reuters) Reuters,business
Foreign investors eye poorer nations Foreign investment declined in 2003 for the third year in a,business
Report: Iran vows to halt uranium enrichment Iran has given the United Nations a written promise,politics
Bangladeshi leaders under pressure DHAKA: Bangladeshs prime minister and her main rival are under pressure to,politics
Sun upgrades J2SE platform (InfoWorld) InfoWorld,tech
"Transsexual tees off on ladies #39; golf tour MIANNE Bagger, the transsexual golfer who prompted a",sport
Funds Seek to Nominate Disney Directors  NEW YORK (Reuters),business
Senate Republicans Weigh Dismantling CIA WASHINGTON,politics
"Today's schedule College field hockey: Bryant at Stonehill, 3:30 p.m.; Bentley at Tufts, 4 p.m.; Fitchburg",sport
"Briefly: Real touts one week, 1 million songs roundup Plus: Chipmaker Fujitsu prepares WiMax chip...EDS extends",tech
Arafat #39;s ultimate failure was that he never dared to let go of the &lt;b&gt;...&lt;/b&gt; Yasser,politics
JP Morgan cancels \$5B outsourcing deal with IBM NEW YORK,tech
Christmastime Consumerism Even self-proclaimed penny-pinching folks like me who loathe the way Christmas has become so,business
East Timor marks historic vote East Timor celebrates the fifth anniversary of a historic vote to,politics
INTERVIEW: Australia #39;s Cochlear To Ramp Up Output -2- SYDNEY (Dow Jones)--Australian ear implant maker Cochlear,business
So Google Is Almost Public.,business
German bank sells Odeon holding German bank WestLB sells its 43.4 percent stake in the UK's,business
"Dell's Photo All-In-One Printer 962 Dell's Photo All-In-One Printer 962 prints, scans, faxes and copies for",tech
"Gordon Cooper, Pioneering Mercury Program Astronaut, Dies At 77 _ Gordon Cooper was the last astronaut",tech
Ninty boss slams PSP as DS shipment target raised Sony #39;s forthcoming PlayStation Portable handheld will,tech
NKorea quot;negative quot; over US offer on nuclear weapons: Australia HONG KONG : North Korea shows,politics
Greek comes from nowhere to win women #39;s hurdles To the roar of an adoring home,sport
"Hennes amp; Mauritz Net Rises 18 on European Expansion (Update4) Hennes amp; Mauritz AB, Europe #39;s",business
EPA budget audit finds improvement An audit found improvement in the Environmental Protection Agency #39;s recent,tech
Earnings Not So Sweet for Krispy Kreme Krispy Kreme Doughnuts Inc.,business
Israeli FM praises French fight against anti-Semitism Israeli Foreign Minister Sylvan Shalom said here Wednesday that,politics
"Long Fall for Pentagon Star In the macho world of the Pentagon, Darleen A.",business
Saunders Calls for Welsh Appointment for Wales Former Wales striker Dean Saunders believes the new national,sport
"Virginia Tech 19 (6) West Virginia 13 BLACKSBURG, Va.",sport
Contextual Ads: Vital to a Search Marketing Campaign?,tech
Eco-watch WORST AIR.,tech
"Update 2: Marsh Seeks Incentive Fees for Settlement Marsh amp; McLennan Companies Inc., the insurance brokerage",business
"DJ to acquire MarketWatch Dow Jones amp; Co., publisher of the Wall Street Journal, says it",business
Stuck in a Rundown Everyone surrounding the Nationals returned Wednesday to a question that has haunted,sport
"British GP: Good news for Silverstone, bad news for Goodwood In his infinite wisdom, Bernie Ecclestone",sport
Dollar Mixed Ahead of U.S. Data Deluge  LONDON (Reuters),business
"India, Nepal discuss Maoist threat India today assured the visiting Prime Minister of Nepal Sher Bahadur",politics
What Clotheshorses Owe to Horse Clothes The Metropolitan National Horse Show was a reminder of how,politics
"Yukos still close to bankruptcy, managers warn Russia #39;s Yukos oil company has paid \$2.2-\$2.4 billion",business
U.S. Job Gains Strongest in Seven Months  WASHINGTON (Reuters),business
Oil Producers Emerging to Sell at Record Prices LONDON (Reuters),business
Continental cuts jobs to save \$200 mln SAN FRANCISCO (CBS.MW) -- Continental Airlines said Thursday it,business
Intel Cancels Plan to Enter Digital TV Chip Market (Reuters) Reuters,tech
"Typhoon Kills at Least Two in Storm-Weary Japan  TOKYO, Oct.",politics
"Clear Channel Selects Fox to Supply Radio News Clear Channel Radio, the largest US radio station",business
Debt Relief Deal for Poor Nations Seems to Be Near The U.S.,business
Woods' Top Ranking on Line at NEC Invite (AP) AP,sport
Britain to host Mideast peace summit The British Daily Telegraph newspaper reported on Monday that Britain,politics
"Santana #39;s amazing run ends in no-question Cy Young Hall of Famer Sparky Anderson once said,",sport
Ford rallies spirits but Jaguar #39;s future still in balance FORD finally delivered some good news,sport
"Google, WebSideStory, Claria Show Negative IPO Trend Google, WebSideStory, Claria Show Negative IPO Trend\\The online advertising,",tech
"ATA flight attendants ratify giveback deal Flight attendants at struggling low-cost carrier ATA Airlines (ATAH.O: Quote,",business
"Malaysia court overturns Anwar sodomy ruling years in jail, overturning his conviction for sodomy in a",politics
Change Is Good as Woods Shoots Day's Best Score Tiger Woods shot a second-round six-under-par 64,sport
Claim Against AmeriDebt Advances IRS Crackdown The Internal Revenue Service has filed a \$15 million claim,business
Editorial: This match is not played out JOHN Howard and Mark Latham are both footy followers,politics
Volkswagen 2004 China Sales Fall  SHANGHAI (Reuters),business
"SIA ditches Air NZ stake Singapore Airlines, which splashed out \$285 million on Air New Zealand",business
Red Hat acquires AOL's Netscape server software The Linux seller plans to release the Netscape Enterprise,tech
China Computer Maker Acquires IBM PC Biz (AP) AP,tech
"First the game, then ...",sport
Rocky Mountain low clouds postseason hopes If you allowed yourself to think the unthinkable and harbor,sport
Arazi Upsets Schuettler in Lyon Open (AP) AP,sport
Holiday crackdown on unsafe drivers getting early start Alcohol-related auto accidents increase sharply during the holidays,business
"Fujitsu and Cisco Team Up for IP Networks Fujitsu Limited and Cisco Systems, Inc.",tech
Greenspan: Economy gains force The Fed chairman delivers a modestly upbeat prognosis that may signal an,business
Friday #39;s Sports In Brief Baltimore Ravens running back Jamal Lewis was suspended for two games,sport
"Search heads toward enterprise desktops Desktop search has its sights set on corporate PCs, leaving enterprise",tech
"CRUEL MADRID WHEN Patrick Vieira got back to Arsenal #39;s training ground yesterday, he will not",sport
"General: Bin Laden Still Issuing Orders BAGRAM, Afghanistan",politics
"NL notebook: Beware right field: Sosa, Grieve injured Sammy Sosa was out of the lineup against",sport
Kerry Debate Shows Fickleness of Memories (AP) AP,tech
Indonesian travel warning renewed Australians have been reminded of the dangers of travelling to Indonesia after,politics
"Beckham to resume light training soon, say Real England captain David Beckham is expected back in",sport
Big Blue Breaks Price Barrier With Linux Lineup IBM today released an entry-level Power5-based server tuned,tech
Morocco Arrests 64 Migrants Trying to Reach Spain  RABAT (Reuters),politics
No. 19 Pitt QB Palco Throws 5 TDs in Win (AP) AP,sport
Harmony set for Gold Fields bid,business
Amazon Launches A9 Web Search Service Amazon.com Inc.,business
The makings of Siliconski Valleyski?,tech
Kerry #39;s Goose Hunt Reflects Need for Sportsmen Vote to Win Ohio John Kerry may not,sport
Red Hat picks up pieces of Netscape Red Hat Inc.,tech
Boxing: Trinidad floors Mayorga to win middleweight fight NEW YORK : Three-time former division champion Felix,sport
"Google SMS launched Google has developed Google SMS, a beta version of a service that is",tech
Touch-screen voting Nevada officials will provide voters with touch-screen voting machines from Sequoia Voting Systems Inc.,tech
CORRECTED: Bristol-Myers Profit Sinks  NEW YORK (Reuters),business
Musharraf open to negotiations with India on Kashmir (AFP) AFP,politics
Match for Roddick?,sport
Indonesia concern on missile plan INDONESIA today expressed concern about Australia #39;s plans to acquire long-range,politics
Kmart-Sears merger not a cure Kmart Corp.,business
Nvidia aims to take lead in K8 chipset market with nForce 4 MCP With its recent,tech
CBI backs British jobs going abroad INDUSTRY is gearing up for a push to reform the,business
ATHENS OLYMPICS 2004 / Crawford leads US sweep in 200 Each time the runners approached the,sport
"Mozilla Launches Firefox 1.0 The Mozilla Foundation has released version 1.0 of its Firefox browser, an",tech
No scenario seen for draft of health care workers WASHINGTON -- No war or other national,politics
Dissecting flu's deadly weaponry Scientists hope the understanding of past flu pandemics can help us better,politics
Microsoft releases Office 2004 Service Pack 1 The Mac BU today announced the availability of Service,tech
More activity seen at N.,politics
Technical Problems Delay Russian Space Launch Again Technical problems have prompted a further delay to the,tech
802.11n: Not So Fast!,tech
Pentagon exaggerated risk posed by Iraq: US senator (AFP) AFP,politics
Lists run stopped in final com.,sport
"BCS Makes Changes To Ranking System Dallas, TX (Sports Network)",sport
"Edwards, Cheney to Meet in Only VP Debate CLEVELAND",politics
Sports Court Hears Hamm Gold Medal Appeal (AP) AP,sport
House Passes Bipartisan Special Education Bill (Reuters) Reuters,politics
"High-tech consortium to challenge Intel #39;s chip dominance IBM, Sony and Toshiba are joining forces to",tech
"Petsmart Earnings Rise, But Shares Slump  NEW YORK (Reuters)",business
Jaguar Gets Low Crash Test Score The 2004 Jaguar X-Type got the worst rating of any,business
Saudis to Raise Oil Production in Bid to Bring Down Record Prices Saudi Arabia says it,business
"Shell pulls staff from oil region The Anglo-Dutch oil giant, Shell, withdraws hundreds of workers from",business
Tibetans Say Dalai Lama May Not Return in This Life (Reuters) Reuters,politics
"Nobel to first African woman WHEN Wangari Maathai got word she had won the Nobel Peace Prize, she was busy with the work that earned her the prestigious award",politics
AROUND THE HORN: Glaus may return to Angels; Catalanotto out for &lt;b&gt;...&lt;/b&gt; NEW YORK -- Troy,sport
Europe Seeks New Accords With US to Address Global Warming The European Union is seeking new,politics
Jaguar workers resigned to closure Business leaders in the West Midlands are bracing themselves for the,business
"Shell, Exxon Mobil Sell Gas Pipelines Royal Dutch/Shell Group of Cos., Exxon Mobil Corp. and the Dutch government struck a deal Monday giving the Netherlands",business
Kidnapped CNN producer released in Gaza An Israeli Arab who works as a producer for CNN,politics
Govt hikes FDI cap in civil aviation to 49 pc Government today hiked Foreign Direct Investment,business
"PC security threats hit new high The number of viruses, worms and other security threats to",tech
Giants and Jets both injury-hit New York #39;s hopes of Super Bowl glory took a blow,sport
Mayfield clears mind after owner #39;s message Ray Evernham was fighting the thick air of tension,sport
Edgar powers streak to four The Cardinals may or may not ever see the dominant Matt,sport
"Mainers celebrate Red Sox victory Like others through New England, Boston Red Sox fans in Maine",sport
Justices to Hear Arguments on Interstate Wine Sales The Supreme Court will soon hear arguments in,business
US wholesale prices climb in November US producer prices,business
"Olympic Games 2012 great stake for France #39;s sports, says French &lt;b&gt;...&lt;/b&gt; The success of Paris",sport
"Ivan Moving Westward Between Cuba, Mexico; Alabama Threatened Hurricane Ivan, responsible for at least 60 deaths",politics
Toshiba wins backing for HD-DVD Toshiba has won a major victory in the battle to determine,tech
"No, broadband's doing fine, thanks Yesterday consumer groups released a study saying broadband policy in the",tech
Russia May Repay Up to \$10Bln in Foreign Debt in 2005 Finance &lt;b&gt;...&lt;/b&gt; Russia may allocate,business
Sony's TV Plans Take Shape New 46-inch LCD is just one of eight flat-panel models launched,tech
ECU professors: Arafat #39;s death unlikely to bring major change While Palestinian leader Yasser Arafat lingers,politics
"EBay Takes Control of Korean Affiliate EBay, the world #39;s largest Internet auction house, increased its",business
UK Complains of Higher iTunes Cost LONDON (AP) -- A consumer's group said Wednesday it has,tech
Five 2012 Bid Cities Make Presentations To European Olympic &lt;b&gt;...&lt;/b&gt; Prior to their 10-minute presentations before,sport
"Bobcats will slowly bud into winner They exist in their original form for only one year, then they evolve into a more advanced life form. Sixteen of the extant NBA franchises first drew breath as expansion teams",sport
Bucks Beat Timberwolves 76-75 at Buzzer (AP) AP,sport
Nepal troops face 'abuse' charge The US-based Human Rights Watch says both Nepalese troops and Maoist,politics
Icahn: Scoffs At Mylan-King Pharma Merger In SEC Proxy Not buying it. Megafinancier Carl Icahn has made it clear: He #39;s still opposed to Mylan Laboratories #39; (nyse: MYL,business
"Monkeys stock their tool-kit MONKEYS use tools to dig up roots, crack seeds and dig insects",tech
"Soccer: Bayern fall to Schalke defeat, Stuttgart pull away BERLIN : Bayern Munich tasted their first",sport
Rutgers Shocks Mich.,sport
"NASA #39;s Genesis Capsule Crashes DUGWAY PROVING GROUNDS, Utah -- NASA #39;s Genesis return capsule crashed",tech
Fantasy: Receivers swapped com Fantasy Extra staff.,sport
Geico Wants To Restrict Google Ads Geico Corp.,business
Senate May Ram Copyright Bill WASHINGTON -- Several lobbying camps from different industries and ideologies are,tech
41-cent stamp could be on way The US Postal Service is expected to start seeking approval,business
United in control at old Trafford Ruud van Nistelrooy added another brace to his incredible European,sport
Feds Take On #39;Spamford #39; Wallace In Spyware Case With Congress considering new legislation to increase,tech
"Afghans Say Kill Senior Taliban Commander  KANDAHAR, Afghanistan (Reuters)",politics
Barcelona 3-0 Real Madrid Cameroon #39;s Samuel Eto #39;o Fils helped Barcelona trounce Real Madrid 3-0,sport
"Democrats Question Bush's Service, Costs of War (Reuters) Reuters",politics
2 Airlines #39; New Cuts Target Executives US Airways intends to slash its executive payroll by,business
"Head to Head They were not supposed to be in direct competition, but Robin van Persie",sport
"Psychiatric Solutions to Sell Shares Psychiatric Solutions Inc., an operator of mental health hospitals, said Friday",business
Rain threatens Game 3 of World Series ST. LOUIS,sport
EU commission overshadowed by dispute on commissioner #39;s conviction As the new European Commission (EC) started,politics
U.S.,politics
Hoosiers decode messages from Mars be the first on your block to decode a secret message,tech
Wall St. Seen Mixed; Retailers Eyed (Reuters) Reuters,business
"The City of Brotherly Love loves Wi-Fi It #39;s already well known for its cheesesteak sandwiches, the Liberty Bell",tech
FCC Issues Rate Freeze for Phone Networks (Reuters) Reuters,business
Ford May Again Help Parts Maker Visteon  WASHINGTON (Reuters),business
Craig Counsel rejoins Diamondbacks Counsell was a member of Arizona #39;s 2001 World Series championship team,sport
Kazaa offering free Internet-based calls Free Internet-based phone calls are the newest feature of the popular,tech
Charges expected Wednesday from NBA brawl (AFP) AFP,sport
Reform Advocates in China Hope for a Birthday Present The Communist Party is using the 100th,politics
White House on Defensive After Bremer Talk WASHINGTON,politics
TXU to Take Eight Power Plants Offline Energy company TXU Corp.,business
Bali bombers may be brought here THE Australian Government may try to bring those behind the,politics
Marsh to Scrap Fees Spitzer Faulted  NEW YORK (Reuters),business
Verizon to Buy NextWave Licenses for \$3 Billion  NEW YORK (Reuters),tech
Northern Italy Struck By 5.3 Magnitude Earthquake (Update3) A 5.3-magnitude earthquake struck Northern Italy at about,politics
IBM Makes Speech Code Open Source IBM #39;s motive is not altruistic.,tech
Mactier #39;s pursuit halted by Kiwi gold CHAMPION Kiwi cyclist Sarah Ulmer denied Victorian Katie Mactier,sport
"Iraq Suicide Attack Kills 20, Injures 16 KIRKUK, Iraq",politics
"Programs: Dubious Lure of Two Fishing Simulations  PROVIDENCE, R.I. (Reuters)",tech
"Jets give QB \$64m extension Chad Pennington agreed to a \$64 million, seven-year contract extension with",sport
Japan to deport Fischer Japan issued a deportation order today against former world chess champion Bobby,politics
Scientists Probe Pacific Ocean for Dead Zones His hand on a toggle switch and his eyes,tech
Yakubu earns Portsmouth victory Michael Brown of Tottenham Hotspur (left) blocks a free kick by Patrik,sport
Breyer Questions Impartiality on Ruling (AP) AP,politics
"Questions, answers on oil prices Q: Why has the price of crude oil ranged from \$10",business
Rival bidders dust off Euro 2008 plans as UEFA warns Alpine hosts As UEFA threatened to,sport
"Marvel-ous deal for Mforma: mu Earlier today, Mforma and Marvel Enterprises announced the mobile entertainment industry",tech
Space Technology Creates New Era in Cosmetics European Space Agency -- Cool your product from 22,tech
"Consumers Perk Up, So Do Wholesale Prices  CHICAGO (Reuters)",business
Nobels Bring Prestige to Calif. Colleges (AP) AP,tech
"Google shares rise in debut Shares in Google rose \$15.01 or 17.7 percent, to open at",business
"Report: Sexson to sign with Mariners Anaheim, CA (Sports Network)",sport
"Closer Percival OKs \$12M Deal With Tigers DETROIT Nov 17, 2004",sport
"Essbase 7X brings interactive BI to BPM For some 30 years, companies have envisioned arming executives",business
Marlins Win at Temporary Home in Chicago CHICAGO,politics
Trump's Casinos File for Bankruptcy  PHILADELPHIA (Reuters),business
Gunshots fired as Powell visits Haiti palace Gunshots were heard outside Haiti #39;s presidential palace while,politics
Faulty oxygen supply threatens space crew Crew members may have to abandon the international space station,tech
"Report: Palestinians, Israel Back Peace Plan  CAIRO (Reuters)",politics
"Microsoft, Intel Moves are Good News for IT Microsoft wants to get its next operating system",tech
Kazaa owners launch defence in file-swap copyright infringement &lt;b&gt;...&lt;/b&gt; The owners of file-swapping giant Kazaa claimed,tech
"BILLIONAIRE #39;S PAYDAY TO GILD GOLDEN YEARS While Wilbur Ross celebrates his new honeymoon, he #39;s also toasting his latest deal",business
"Novell posts 3rd-quarter profit, revenue rises Novell Thursday posted a quarterly profit as revenue rose, but",tech
"4BR/3B Home, Convenient- Ukrainian former Prime Minister and presidential candidate Viktor Yushchenko casts his ballot as",politics
Colgate to Cut 12 Percent of Work Force (Reuters) Reuters,business
"10.45am Market Update European stock markets mostly rose in early dealing this morning, buoyed by a",business
"Analogic, partner reach agreement L-3 Communications Corp., which sells equipment to detect bombs in airport luggage,",business
German business confidence surges A key index of German business confidence surged to eight-month high in,business
Davenport eases into Filderstadt quarters World number 2 Lindsay Davenport has set herself the target of,sport
Laptop full of new tunes stolen from Natasha Bedingfield (AFP) AFP,politics
"UN, Blair Issue Warnings Over Violence in Sudan (Reuters) Reuters",politics
Abbott acquires nutrition firm EAS in deal valued at \$320 million Abbott Laboratories Inc.,business
"Allawi faults foreign troops in massacre In rare criticism of US-led forces in Iraq, interim Prime",politics
"Qualcomm, Microsoft team on streaming media The deal is expected to be a boon for Microsoft,",tech
"Mets, Martinez Talk New York Mets general manager Omar Minaya appears intent on making a splash",sport
"Rookie suffers broken shoulder in debut IRVING, Texas -- Dallas Cowboys running back Julius Jones will",sport
Crude Oil Prices Top \$50 Per Barrel LONDON,politics
Boxing Dispute Clouds Copyright Bill (AP) AP,politics
Owen Beaming From Real Big Week Real Madrid forward Michael Owen was in the mood to,sport
Karzai leads but 99 of votes to be counted With 99 percent of the votes still,politics
Blast rips through Syrian capital A suspected car bomb has exploded in a diplomatic quarter of,politics
Walker not interested in rival series Motorsport.com.,sport
Does new Peoplesoft CEO signal a buyout?,tech
"Nordic leaders say US terror alert serious but security already &lt;b&gt;...&lt;/b&gt; STOCKHOLM, Nov 1 (AFP)",politics
Rocket Launches with U.S. Security Satellite (Reuters) Reuters,tech
Whole Foods Quarterly Profit Rises 27 Pct  SAN FRANCISCO (Reuters),business
NFL Game Preview The struggling Tampa Bay Buccaneers will be trying to avoid an 0-5 start,sport
Microsoft signals cut prices to combat Linux rivals Microsoft has admitted that growing pressure from open-source,tech
Circuit City Quarterly Loss Narrows  CHICAGO (Reuters),business
US buy spurs registrar #39;s share surge Australia #39;s Computershare has agreed to buy EquiServe of,business
"OPEC votes to lift output, aims to ease fears OPEC ministers yesterday agreed to increase their",business
"Terror attacks in Iraq aimed at impeding Bush #39;s reelection: Putin Russian President Vladimir Putin, who",politics
Hewlett-Packard Buys Back \$1.3B in Stock Hewlett-Packard Co.,business
Mutu forces Chelsea on to back foot with appeal (AFP) AFP,politics
Howard struggles to win over Asian vote SYDNEY,politics
"Gunmen hijack Athens bus, hold passengers ATHENS : Armed men hijacked a bus in an Athens",politics
India offers to supply diesel to Pak Pakistan Foreign Minister Khurshid Mehmood Kasuri on Monday met,business
Ukraine #39;s presidential election begins Ukrainians began casting their ballot Sunday in the presidential election to,politics
US sending extra troops to Afghanistan to been up security for elections (AFP) AFP,politics
"Rewards Have Risks on the Tehran Stock Exchange The Tehran Stock Exchange has performed magnificently, but",business
"Thanks to Snowe, Maine a clear winner With the help of Republican Senator Olympia Snowe, Maine",business
Things better without Conway?,business
J.P. Morgan Chase Misses Target  NEW YORK (Reuters),business
China in G7 talks CHINA sat down with the world #39;s top financial powers for the,business
Ogunleye Remains Idled in Contract Talks (AP) AP,sport
"Steaming mad at Valve In Half-Life 2, players take up arms against an Orwellian society where",tech
Indians finishing like they started MINNEAPOLIS -- It was #39; #39;Scott Elarton Continued Employment Night #39;,sport
Asian farmers sucking the continent dry The world is on the verge of a water crisis,tech
Tendulkar #39;s recovery sends Indian expectations soaring AS SOON as it was announced on Saturday morning,sport
Milosevic on trial; Reacting to terrorism; A general #39;s crusade; A &lt;b&gt;...&lt;/b&gt; When one considers the,politics
Overtime rules may affect 7.3M New federal rules governing overtime pay went into effect Monday.,business
Ruiz #39;s manager Stone suspended The New York State Athletic Commission wasted no time taking action,sport
"Today #39;s business news Intel named President Paul Otellini as its next chief executive officer, choosing",business
Time Warner Reaches Agreement to Allow Comcast to Reduce Stake Time Warner Inc.,business
Park Is Locked In a Three-Way Tie Park was 4 under after just six holes in,sport
"Adobe releases hobbyist Photoshop package com October 13, 2004, 12:19 PM PT.",tech
"Roads to growth A proposal to add a new building and about 1,000 jobs to Crown",business
"Korea Puzzled by US Currency Game Over the weekend, the US Federal Reserve Chairman Alan Greenspan",business
Wikipedia's Emergent People fail to impress readers &lt;strong&gt;Letters&lt;/strong&gt; No sympathy for the fiddlers,tech
Insider Stock Sales Up in Apparel Sector  NEW YORK (Reuters),business
Russia offers huge bounty for Chechens Russia #39;s Federal Security Service yesterday offered a reward of,politics
"Palestinians swear by Mahatma ABU DIS, West Bank: Palestinians and Israelis rallied under the shadows of",politics
When will Mount St Helens erupt?,tech
Karzai vows to fight against terrorism President Pervez Musharraf and his Afghan counterpart Hamid Karzai tonight,politics
GM-Fiat Talks Fail to Resolve Rift Over Partnership Agreement The high-stakes standoff between General Motors and,business
CNNfn going off the air CNN has reported plans to shut down its CNNfn network in,business
Movie Gallery Bids for Hollywood Video (Reuters) Reuters,business
Bally's Bully Tactics Backfire An enormous number of consumer complaints shows investors why this company is,business
Palestinian Militants Fire Rocket in Gaza (AP) AP,politics
Host riding high before facing US in key World Cup qualifier BOSTON (Ticker) -- The United,sport
"Radcliffe was carrying leg injury LONDON, England -- Paula Radcliffe has revealed that a leg muscle",sport
Margaret Hassan shown pleading for her life October 22 2004 2000CET,politics
Linux release features Windows support Release makes use of technology from CodeWeavers to let customers run,tech
Cavaliers' LeBron James Becomes a Father LeBron James had a good reason for missing practice Wednesday.,sport
"Merck shares slide on civil, criminal probes into Vioxx WASHINGTON : Drugs giant Merck and Co.",business
Recount Begins in Wash. Governor's Race (AP) AP,politics
Peace Rules retired; Jockey Club Gold Cup field dwindles Peace Rules has been retired after a,sport
Nobody strikes the pose better than Reggie Bush College football fans would probably be comparing him to,sport
NL notebook: Pettitte out for season; Clemens hurt The same day the Houston Astros announced that,sport
Racist chants BRITISH Sports Minister Richard Caborn has hit out at the racist abuse suffered by,sport
Miami #39;s Betts gets his shot An unbeknownst quarterback from Miami (Ohio) used a game at,sport
No New Closures of Japan Nuclear Reactors Needed (Reuters) Reuters,politics
Keeping an Eye on Movado Movado is worth watching because its acquisition of Ebel should boost,business
UPDATE 1-Tommy Hilfiger shares fall 24 pct on US probe Shares of Tommy Hilfiger Corp.,business
Changes in check-processing lie ahead Consumers may notice their monthly bank statements are considerably lighter now,business
New set of Linux security flaws unveiled A security researcher has uncovered yet another set of,tech
Space Travel for the Rich Even before Burt Rutans SpaceShipOne soared on her second flight in,tech
Russia Rejects U.S. Injunction Over Yukos (AP) AP,politics
Flower Dealer Gets 17 Months for Smuggling An orchid dealer was sentenced Wednesday to a year,politics
Chinese concern at obesity surge The rate of obesity in China has increased by 97 in,politics
"Japan Airlines Cancels Flights as Typhoon Heads to Main Islands Japan Airlines Corp., the country #39;s",politics
"Angels win tale of 2 games They played a day-night singleheader at Yankee Stadium on Saturday,",sport
"China Closes 1,600 quot;Internet Bars quot; Kujila writes quot;According to a Chinese Reuters article, China has",tech
"No shortcuts for staying safe As boating goes, it may be summer's version of snowshoeing --",sport
Americans Fail to Qualify in Cycling Their times were fast.,sport
BBC Says Dow Interview Part of 'Elaborate Deception'  LONDON (Reuters),politics
No  quot;Abramovich route quot; to top in F1,sport
"Gadhafi Prize to Chavez CARACAS, Venezuela -- Libya on Sunday awarded its annual Moammar Gadhafi human",business
"Najaf, Scarred by Urban Warfare, Prepares for More (Reuters) Reuters",politics
US forces storm Iraqi town US-led forces have stormed Samarra and say more than 100 guerrillas,politics
"It's a Bird, It's a Planet, It's the Space Station When the space station passes across",tech
Justice Reviews Request for Probe Of Satellite Reports The National Reconnaissance Office has asked the Justice,tech
Heart attack causing arthritis drug should be withdrawn A new research published by the Lancet suggests,business
Canada claim world ice hockey title TORONTO: Canada squeezed past Finland 3-2 in the final of,sport
Sudan negotiator denies need for AU peacekeepers in Darfur (AFP) AFP,politics
"Dreaming done, NBA stars awaken to harsh Olympic reality (AFP) AFP",sport
Scientist Stephen Hawking Decries Iraq War (AP) AP,tech
IBM Rational Tools To Support UML 2.0 IBM has revealed additions to its Rational software development,tech
Yahoo Pumps Up the Volume with MusicMatch Acquisition Yahoo Pumps Up the Volume with MusicMatch Acquisition\\Yahoo,tech
Lycos Builds Web Circles (PC World) PC World,tech
Full mp3 downloads for mobiles p2pnet.net News:- Melodeo and Warner Music Group (WMG) say theyve signed,tech
Verizon and Sprint to lower surcharge but winds up costing consumers tens of millions of dollars,business
