text,label,source
howard attacks cost of asylum michael howard has launched an attack on the cost of britain,politics,bbc
campaign cold calls questioned labour and the conservatives are still telephoning the millions of people who,politics,bbc
tory leader unveils spending plan tory leader michael howard says his party can save £35bn in,politics,bbc
chinese wine tempts italy s illva italy s illva saronno has agreed to buy 33% of,business,bbc
edgy agassi struggles past dent andre agassi put in an erratic display before edging into the,sport,bbc
ukip outspent labour on eu poll the uk independence party outspent both labour and the liberal,politics,bbc
us prepares for hybrid onslaught sales of hybrid cars in the us are set to double,business,bbc
businesses fail to plan for hiv companies fail to draw up plans to cope with hiv/aids,business,bbc
nasdaq planning $100m-share sale the owner of the technology-dominated nasdaq stock index plans to sell shares,business,bbc
blair said he would stand down tony blair promised gordon brown he would stand down before,politics,bbc
cyber criminals step up the pace so-called phishing attacks that try to trick people into handing,tech,bbc
ferguson hails man utd s resolve manchester united s alex ferguson has praised his players gutsy,sport,bbc
super union merger plan touted two of britain s big trade unions could merge to form,politics,bbc
home phones face unclear future the fixed line phone in your home could soon be an,tech,bbc
gadget show heralds mp3 season partners of those who love their hi-tech gear may want to,tech,bbc
beijingers fume over parking fees choking traffic jams in beijing are prompting officials to look at,business,bbc
gsk aims to stop aids profiteers one of the world s largest manufacturers of hiv/aids drugs,business,bbc
football manager scores big time for the past decade or so the virtual football fans among,tech,bbc
file-swappers ready new network legal attacks on websites that help people swap pirated films have forced,tech,bbc
kennedy begins pre-election tour liberal democrat leader charles kennedy has begun a week-long tour to persuade,politics,bbc
macy s owner buys rival for $11bn us retail giant federated department stores is to buy,business,bbc
howard unveils election platform the conservatives would stand up for the forgotten majority michael howard pledged,politics,bbc
uk gets official virus alert site a rapid alerting service that tells home computer users about,tech,bbc
apple unveils low-cost mac mini apple has unveiled a new low-cost macintosh computer for the masses,tech,bbc
internet boom for gift shopping cyberspace is becoming a very popular destination for christmas shoppers.,tech,bbc
us economy still growing says fed most areas of the us saw their economy continue to,business,bbc
home loan approvals rising again the number of mortgages approved in the uk has risen for,business,bbc
umaga ready for fearsome lions all blacks captain tama umaga has warned the british and irish,sport,bbc
france v wales (sat) stade de france paris saturday 26 february 1600 gmt bbc1 radio 4,sport,bbc
brown visits slum on africa trip chancellor gordon brown has visited kenya s biggest shantytown as,politics,bbc
williams stays on despite dispute matt williams insists he has no thoughts of quitting as national,sport,bbc
gazprom in $36m back-tax claim the nuclear unit of russian energy giant gazprom is reportedly facing,business,bbc
gadget market to grow in 2005 the explosion in consumer technology is to continue into 2005,tech,bbc
mobiles get set for visual radio the growth in the mobile phone market in the past,tech,bbc
blunkett unveils policing plans people could be given the mobile phone number of their local bobby,politics,bbc
lib dems target first-time buyers the liberal democrats have unveiled plans to build 100 000 new,politics,bbc
falconer rebuts charade claims concessions on a bill which critics claim would allow euthanasia through the,politics,bbc
steady job growth continues in us the us created fewer jobs than expected in december but,business,bbc
parliament s record of scandal in a locked room at the heart of parliament there is,politics,bbc
wall street cool to ebay s profit shares in online auction house ebay fell 9.8% in,business,bbc
us consumer confidence up consumers confidence in the state of the us economy is at its,business,bbc
consumers drive french economy france s economic growth accelerated in the last three months of 2004,business,bbc
rich pickings for hi-tech thieves viruses trojans and other malicious programs sent on to the net,tech,bbc
veteran martinez wins thai title conchita martinez won her first title in almost five years with,sport,bbc
anti-tremor mouse stops pc shakes a special adaptor that helps people with hand tremors control a,tech,bbc
lse sets date for takeover deal the london stock exchange (lse) is planning to announce a,business,bbc
tories would cut number of mps the conservative party would cut the number of mps by,politics,bbc
tv calls after carroll error spurs boss martin jol said his team were robbed at manchester,sport,bbc
bank opts to leave rates on hold the bank of england has left interest rates on,business,bbc
latest opera browser gets vocal net browser opera 8.0 due for official release at the end,tech,bbc
big guns ease through in san jose top-seeded americans andy roddick and andre agassi survived minor,sport,bbc
woolf murder sentence rethink plans to give murderers lighter sentences if they plead guilty have been,politics,bbc
gb quartet get cross country call four british athletes have been pre-selected to compete at the,sport,bbc
off-colour gardener storms to win britain s jason gardener shook off an upset stomach to win,sport,bbc
media gadgets get moving pocket-sized devices that let people carry around video and images are set,tech,bbc
bekele sets sights on world mark olympic 10 000m champion kenenisa bekele is determined to add,sport,bbc
tsunami to hit sri lanka banks sri lanka s banks face hard times following december s,business,bbc
reboot ordered for eu patent law a european parliament committee has ordered a rewrite of the,tech,bbc
mcdonald s boss bell dies aged 44 charlie bell the straight-talking former head of fast-food giant,business,bbc
mirza makes indian tennis history teenager sania mirza completed a superb week at the hyderabad open,sport,bbc
uk youth interested in politics the majority of young people are interested in politics holding strong,politics,bbc
end bush denial blair tells eu tony blair is urging european leaders to wake up from,politics,bbc
euro firms miss out on optimism more than 90% of large companies around the world are,business,bbc
viewers to be able to shape tv imagine editing titanic down to watch just your favourite,tech,bbc
crossrail link to get go-ahead the £10bn crossrail transport plan backed by business groups is to,business,bbc
lennon brands rangers favourites celtic s neil lennon admits rangers could be considered slight favourites for,sport,bbc
britons growing digitally obese gadget lovers are so hungry for digital data many are carrying the,tech,bbc
mobiles not media players yet mobiles are not yet ready to be all-singing all-dancing multimedia devices,tech,bbc
hong kong in 2011 world cup bid hong kong is hoping to join japan as co-host,sport,bbc
ferguson puts faith in youngsters manchester united manager sir alex ferguson said he has no regrets,sport,bbc
premier league planning cole date the premier league is attempting to find a mutually convenient date,sport,bbc
jp morgan admits us slavery links thousands of slaves were accepted as collateral for loans by,business,bbc
safety alert as gm recalls cars the world s biggest carmaker general motors (gm) is recalling,business,bbc
seamen sail into biometric future the luxury cruise liner crystal harmony currently in the gulf of,tech,bbc
wales make two changes for france wales coach mike ruddock has made two changes from the,sport,bbc
green fear for transport ballot the green party is concerned thousands of residents may not be,politics,bbc
celtic unhappy over bulgaria date martin o neill hopes to block stilian petrov s call-up by,sport,bbc
tories urge change at the top tory delegates are gathering for what is expected to be,politics,bbc
us economy shows solid gdp growth the us economy has grown more than expected expanding at,business,bbc
microsoft releases bumper patches microsoft has warned pc users to update their systems with the latest,tech,bbc
stuart joins norwich from addicks norwich have signed charlton midfielder graham stuart until the end of,sport,bbc
why few targets are better than many the economic targets set out at the lisbon summit,business,bbc
boothroyd calls for lords speaker betty boothroyd has said the house of lords needs its own,politics,bbc
sydney to host north v south game sydney will host a northern versus southern hemisphere charity,sport,bbc
uk coal plunges into deeper loss shares in uk coal have fallen after the mining group,business,bbc
blair joins school sailing trip the prime minister has donned a life jacket and joined school,politics,bbc
bath faced with tindall ultimatum mike tindall s agent has warned bath they have until next,sport,bbc
banker loses sexism claim a former executive at the london offices of merrill lynch has lost,business,bbc
hewitt survives nalbandian epic home favourite lleyton hewitt came through a dramatic five-set battle with argentine,sport,bbc
saab to build cadillacs in sweden general motors the world s largest car maker has confirmed,business,bbc
blair pledges unity to labour mps tony blair has sought to reassure labour backbenchers that nothing,politics,bbc
minimum rate for foster parents foster carers are to be guaranteed a minimum allowance to help,politics,bbc
kenyon denies robben barca return chelsea chief executive peter kenyon has played down reports that arjen,sport,bbc
mobiles rack up 20 years of use mobile phones in the uk are celebrating their 20th,tech,bbc
dawson joins england injury list scrum-half matt dawson is an injury doubt for england s six,sport,bbc
yukos drops banks from court bid russian oil company yukos has dropped the threat of legal,business,bbc
blair to face trust issue head on tony blair says he will be facing the issue,politics,bbc
spurs to sign iceland u21 star tottenham are primed to snap up iceland under-21 international emil,sport,bbc
ec calls truce in deficit battle the european commission (ec) has called a truce in its,business,bbc
computer grid to help the world your computer can now help solve the world s most,tech,bbc
japanese banking battle at an end japan s sumitomo mitsui financial has withdrawn its takeover offer,business,bbc
takeover rumour lifts exel shares shares in storage and delivery firm exel closed up 9% at,business,bbc
cairn shares up on new oil find shares in cairn energy have jumped 6% after the,business,bbc
soderling wins tense milan final fifth seed robin soderling took the milan indoors title with a,sport,bbc
eu aiming to fuel development aid european union finance ministers meet on thursday to discuss proposals,business,bbc
candela completes bolton switch bolton boss sam allardyce has signed roma defender vincent candela on a,sport,bbc
sun offers processing by the hour sun microsystems has launched a pay-as-you-go service which will allow,tech,bbc
liverpool pledge to keep gerrard liverpool chief executive rick parry insists the club will never sell,sport,bbc
wenger handed summer war chest arsenal boss arsene wenger has been guaranteed transfer funds to boost,sport,bbc
how to smash a home computer an executive who froze his broken hard disk thinking it,tech,bbc
consumer concern over rfid tags consumers are very concerned about the use of radio frequency id,tech,bbc
senior fannie mae bosses resign the two most senior executives at us mortgage giant fannie mae,business,bbc
lib dems demand new inquiry a judge should look into the david blunkett controversy as key,politics,bbc
further rise in uk jobless total the uk s jobless total rose for the second month,business,bbc
kennedy questions trust of blair lib dem leader charles kennedy has said voters now have a,politics,bbc
first look at playstation 3 chip some details of the chip inside sony s playstation 3,tech,bbc
pc ownership to double by 2010 the number of personal computers worldwide is expected to double,tech,bbc
wenger dejected as arsenal slump arsenal manager arsene wenger claimed their display in the 3-1 defeat,sport,bbc
sony psp console hits us in march us gamers will be able to buy sony s,tech,bbc
munster cup tie switched to spain munster s heineken cup quarter-final tie against biarritz on 3,sport,bbc
telegraph newspapers axe 90 jobs the daily and sunday telegraph newspapers are axing 90 journalist jobs,business,bbc
rovers reject third ferguson bid blackburn have rejected a third bid from rangers for scotland captain,sport,bbc
yukos unit fetches $9bn at auction a little-known russian company has bought the main production unit,business,bbc
o sullivan commits to dublin race sonia o sullivan will seek to regain her title at,sport,bbc
apple sues tiger file sharers apple has taken more legal action to stop online leaks of,tech,bbc
parmalat to return to stockmarket parmalat the italian dairy company which went bust after an accounting,business,bbc
irish finish with home game republic of ireland manager brian kerr has been granted his wish,sport,bbc
worldcom boss left books alone former worldcom boss bernie ebbers who is accused of overseeing an,business,bbc
car giant hit by mercedes slump a slump in profitability at luxury car maker mercedes has,business,bbc
anelka apologises for criticism manchester city striker nicolas anelka has issued an apology for criticising the,sport,bbc
tories attack eu asylum moves david blunkett has been accused of using the politics of confusion,politics,bbc
finnan says irish can win group steve finnan believes the republic of ireland can qualify directly,sport,bbc
lib dems bold election policy charles kennedy has told voters his liberal democrats will offer them,politics,bbc
moyes u-turn on beattie dismissal everton manager david moyes will discipline striker james beattie after all,sport,bbc
search sites get closer to users search sites want to get to know you better.,tech,bbc
o sullivan keeps his powder dry when you are gunning for glory and ultimate success keeping,sport,bbc
lib dems highlight problem debt people vulnerable to problem debts should be afforded greater protection from,politics,bbc
a decade of good website design the web looks very different today than it did 10,tech,bbc
england given tough sevens draw england will have to negotiate their way through a tough draw,sport,bbc
apple attacked over sources row civil liberties group the electronic frontier foundation (eff) has joined a,tech,bbc
moody joins up with england lewis moody has flown to dublin to join england s camp,sport,bbc
iraqi voters turn to economic issues beyond the desperate security situation in iraq lies an economy,business,bbc
johnson too strong for gb runners britain s kathy butler and hayley yelling were no match,sport,bbc
more reforms ahead says milburn labour will continue to pursue controversial reforms if it wins a,politics,bbc
brizzel to run aaa s in sheffield ballymena sprinter paul brizzel will be among eight of,sport,bbc
hollywood to sue net film pirates the us movie industry has launched legal action to sue,tech,bbc
junk e-mails on relentless rise spam traffic is up by 40% putting the total amount of,tech,bbc
kewell waits as injury drags on liverpool winger harry kewell is struggling to recover from his,sport,bbc
telewest to challenge sky plus cable firm telewest is to offer a personal video recorder (pvr),tech,bbc
satellite mapping aids darfur relief aid workers trying to house feed and clothe millions of homeless,tech,bbc
gm in crunch talks on fiat future fiat will meet car giant general motors (gm) on,business,bbc
highbury tunnel players in clear the football association has said it will not be bringing charges,sport,bbc
london hope over chepkemei london marathon organisers are hoping that banned athlete susan chepkemei will still,sport,bbc
brown targets oaps and homebuyers gordon brown has doubled the level at which house buyers pay,politics,bbc
bt program to beat dialler scams bt is introducing two initiatives to help beat rogue dialler,tech,bbc
asia shares defy post-quake gloom indonesian  indian and hong kong stock markets reached record highs.,business,bbc
world leaders gather to face uncertainty more than 2 000 business and political leaders from around,business,bbc
cole faces lengthy injury lay-off aston villa s carlton cole could be out for six weeks,sport,bbc
news corp eyes video games market news corp the media company controlled by australian billionaire rupert,business,bbc
2d metal slug offers retro fun like some drill sergeant from the past metal slug 3,tech,bbc
argentina venezuela in oil deal argentina and venezuela have extended a food-for-oil deal which helped the,business,bbc
peer-to-peer nets here to stay peer-to-peer (p2p) networks are here to stay and are on the,tech,bbc
format wars could confuse users technology firms sony philips matsushita and samsung are developing a common,tech,bbc
labour s four little words labour has unveiled the four little words that will form the,politics,bbc
african double in edinburgh world 5000m champion eliud kipchoge won the 9.2km race at the view,sport,bbc
uk needs true immigration data a former home office minister has called for an independent body,politics,bbc
new consoles promise big problems making games for future consoles will require more graphic artists and,tech,bbc
podcasts mark rise of diy radio an apple ipod or other digital music players can hold,tech,bbc
britannia members £42m windfall more than 800 000 britannia building society members are to receive a,business,bbc
fa probes crowd trouble the fa is to take action after trouble marred wednesday s carling,sport,bbc
brainwave cap controls computer a team of us researchers has shown that controlling devices with the,tech,bbc
half of uk s mobiles go online multimedia mobile phones are finally showing signs of taking,tech,bbc
henson stakes early lions claim the six nations may be a glittering prize in itself but,sport,bbc
shares hit by ms drug suspension shares in elan and biogen idec plunged on monday as,business,bbc
man auctions ad space on forehead a 20-year-old us man is selling advertising space on his,tech,bbc
dozens held over id fraud site twenty-eight people including a briton have been arrested after a,tech,bbc
stock market eyes japan recovery japanese shares have ended the year at their highest level since,business,bbc
tory leader cleared over work scottish conservative party leader david mcletchie claims he has been cleared,politics,bbc
tories plan migrant health checks non-european union citizens wanting to work in the uk will have,politics,bbc
cannabis hopes for drug firm a prescription cannabis drug made by uk biotech firm gw pharmaceuticals,business,bbc
india s deccan gets more planes air deccan has signed a deal to acquire 36 planes,business,bbc
robotic pods take on car design a new breed of wearable robotic vehicles that envelop drivers,tech,bbc
davenport hits out at wimbledon world number one lindsay davenport has criticised wimbledon over the issue,sport,bbc
serena becomes world number two serena williams has moved up five places to second in the,sport,bbc
gamers snap up new sony psp gamers have bought almost all of the first batch of,tech,bbc
napster offers rented music to go music downloading for those that have rejected the free peer,tech,bbc
campbell lifts lid on united feud arsenal s sol campbell has called the rivalry between manchester,sport,bbc
castaignede fires laporte warning former france fly-half thomas castaignede has warned the pressure is mounting on,sport,bbc
us blogger fired by her airline a us airline attendant suspended over inappropriate images on her,tech,bbc
salary scandal in cameroon cameroon says widespread corruption in its finance ministry has cost it 1bn,business,bbc
$1m payoff for former shell boss shell is to pay $1m (£522 000) to the ex-finance,business,bbc
mixed reaction to man utd offer shares in manchester united were up over 5% by noon,business,bbc
uk helps raped rwandan women britain is to give a £4m grant to help women survivors,politics,bbc
record year for chilean copper chile s copper industry has registered record earnings of $14.2bn in,business,bbc
blair congratulates bush on win tony blair has said he looks forward to continuing his strong,politics,bbc
army chiefs in regiments decision military chiefs are expected to meet to make a final decision,politics,bbc
smart search lets art fans browse if you don t know art but know what you,tech,bbc
japan bank shares up on link talk shares of sumitomo mitsui financial (smfg) and daiwa securities,business,bbc
sport betting rules in spotlight a group of mps and peers has called for a tightening,politics,bbc
blues slam blackburn over savage birmingham have confirmed blackburn made a bid for robbie savage -,sport,bbc
nortel in $300m profit revision telecoms equipment maker nortel networks has sharply revised downwards its profits,business,bbc
gm ford cut output as sales fall us car firms general motors (gm) and ford have,business,bbc
juninho demand for o neill talks juninho s agent has confirmed that the player is hoping,sport,bbc
t-mobile bets on pocket office t-mobile has launched its latest pocket office third-generation (3g) device which,tech,bbc
uk heading wrong way says howard tony blair has had the chance to tackle the problems,politics,bbc
nuclear strike key terror risk the uk and us must realise they cannot prevent all terror,politics,bbc
scots suffer another injury blow scotland s back row crisis has worsened ahead of the rbs,sport,bbc
dvd copy protection strengthened dvds will be harder to copy thanks to new anti-piracy measures devised,tech,bbc
tv s future down the phone line internet tv has been talked about since the start,tech,bbc
cudicini misses carling cup final chelsea goalkeeper carlo cudicini will miss sunday s carling cup final,sport,bbc
markets fall on weak dollar fears rising oil prices and the sinking dollar hit shares on,business,bbc
domain system scam fear a system to make it easier to create website addresses using alphabets,tech,bbc
bad e-mail habits sustains spam the bad behaviour of e-mail users is helping to sustain the,tech,bbc
ukip candidate suspended in probe eurosceptic party ukip have suspended a candidate for allegedly suggesting the,politics,bbc
robots learn robotiquette rules robots are learning lessons on robotiquette - how to behave socially -,tech,bbc
china had role in yukos split-up china lent russia $6bn (£3.2bn) to help the russian government,business,bbc
turkey-iran mobile deal at risk turkey s investment in iran s mobile industry looks set to,business,bbc
fast lifts rise into record books two high-speed lifts at the world s tallest building have,tech,bbc
research fears over kelly s views scientists have expressed concerns that new education secretary ruth kelly,politics,bbc
straw attacked on china arms moves to lift the european union s ban on arms exports,politics,bbc
singapore growth at 8.1% in 2004 singapore s economy grew by 8.1% in 2004 its best,business,bbc
poll explains free-kick decision referee graham poll said he applied the laws of the game in,sport,bbc
bellamy under new fire newcastle boss graeme souness has reopened his dispute with craig bellamy after,sport,bbc
clijsters hope on aussie open kim clijsters has denied reports that she has pulled out of,sport,bbc
ajax refuse to rule out jol move ajax have refused to reveal whether tottenham s boss,sport,bbc
golden rule boost for chancellor chancellor gordon brown has been given a £2.1bn boost in his,business,bbc
gerrard happy at anfield liverpool captain steven gerrard has reiterated his desire to stay at anfield,sport,bbc
us airways staff agree to pay cut a union representing 5 200 flight attendants at bankrupt,business,bbc
roche turns down federer offer australian tennis coach tony roche has turned down an approach from,sport,bbc
honda wins china copyright ruling japan s honda has won a copyright case in beijing further,business,bbc
us bank loses customer details the bank of america has revealed it has lost computer tapes,business,bbc
man utd stroll to cup win wayne rooney made a winning return to everton as manchester,sport,bbc
gurkhas to help tsunami victims britain has offered to send a company of 120 gurkhas to,politics,bbc
johnson uncertain about euro bid jade johnson is undecided about whether to contest next month s,sport,bbc
lords wrong on detainees - straw jack straw has attacked the decision by britain s highest,politics,bbc
us budget deficit to reach $368bn the us budget deficit is set to hit a worse-than-expected,business,bbc
clarke plans migrant point scheme anyone planning to move to the uk will have to pass,politics,bbc
wilkinson to lead england fly-half jonny wilkinson has been named as england s new rugby union,sport,bbc
french wine gets 70m euro top-up the french government is to hand its struggling wine industry,business,bbc
argonaut founder rebuilds empire jez san the man behind the argonaut games group which went into,tech,bbc
half-life 2 sweeps bafta awards pc first person shooter half-life 2 has won six bafta awards,tech,bbc
xbox power cable fire fear microsoft has said it will replace more than 14 million power,tech,bbc
prop jones ready for hard graft adam jones says the wales forwards are determined to set,sport,bbc
navratilova hits out at critics martina navratilova has defended her decision to prolong her tennis career,sport,bbc
federer forced to dig deep top seed roger federer had to save two match points before,sport,bbc
when technology gets personal in 2020 whipping out your mobile phone to make a call will,tech,bbc
high fuel costs hit us airlines two of the largest airlines in the us - american,business,bbc
uk economy ends year with spurt the uk economy grew by an estimated 3.1% in 2004,business,bbc
card fraudsters targeting web new safeguards on credit and debit card payments in shops has led,business,bbc
s korean consumers spending again south korea looks set to sustain its revival thanks to renewed,business,bbc
hamm bows out for us women s football legend mia hamm has played her final game.,sport,bbc
venus stunned by farina elia venus williams suffered a first-round defeat for the first time in,sport,bbc
giant waves damage s asia economy governments aid agencies insurers and travel firms are among those,business,bbc
krispy kreme shares hit shares in krispy kreme doughnuts have taken a dunking on wall street,business,bbc
thompson says gerrard should stay liverpool legend phil thompson has pleaded with steve gerrard to reject,sport,bbc
benitez delight after crucial win liverpool manager rafael benitez admitted victory against deportivo la coruna was,sport,bbc
nhs waiting time target is cut hospital waiting times for patients in wales are to be,politics,bbc
nadal marches on in mexico rafael nadal continued his run of fine form to beat guillermo,sport,bbc
double injury blow strikes wales wales centre sonny parker and number eight ryan jones will miss,sport,bbc
sales fail to boost high street the january sales have failed to help the uk high,business,bbc
everton s weir cools euro hopes everton defender david weir has played down talk of european,sport,bbc
us adds more jobs than expected the us economy added 337 000 jobs in october -,business,bbc
agassi fear for melbourne andre agassi s involvement in the australian open was put in doubt,sport,bbc
new yob targets to be unveiled fifty new areas getting special help to fight anti-social behaviour,politics,bbc
solskjaer raises hopes of return manchester united striker ole gunnar solskjaer said he hoped to return,sport,bbc
t-mobile bets on pocket office t-mobile has launched its latest pocket office third-generation (3g) device which,tech,bbc
ireland surge past scots ireland maintained their six nations grand slam ambitions with an impressive victory,sport,bbc
saint-andre anger at absent stars sale sharks director of rugby philippe saint-andre has re-opened rugby s,sport,bbc
wolves appoint hoddle as manager glenn hoddle has been unveiled as the new wolves manager.,sport,bbc
anglers could face prosecution anglers and fishermen could find themselves prosecuted under plans to crack down,politics,bbc
custody death rate shocks mps deaths in custody have reached shocking levels a committee of mps,politics,bbc
brussels raps mobile call charges the european commission has written to the mobile phone operators vodafone,business,bbc
real in talks over gravesen move real madrid are closing in on a £2m deal for,sport,bbc
robben and cole earn chelsea win cheslea salvaged a win against a battling portsmouth side just,sport,bbc
web photo storage market hots up an increasing number of firms are offering web storage for,tech,bbc
oil companies get russian setback international oil and mining companies have reacted cautiously to russia s,business,bbc
mourinho receives robson warning sir bobby robson has offered chelsea boss jose mourinho some advice on,sport,bbc
dallaglio his own man to the end controversy and lawrence dallaglio have never been very far,sport,bbc
vodafone appoints new japan boss vodafone has drafted in its uk chief executive william morrow to,business,bbc
absa and barclays talks continue south africa biggest retail bank absa has said it is still,business,bbc
dollar drops on reserves concerns the us dollar has dropped against major currencies on concerns that,business,bbc
federer joins all-time greats the last year has seen one player dominate men s tennis and,sport,bbc
ask jeeves joins web log market ask jeeves has bought the bloglines website to improve the,tech,bbc
connors boost for british tennis former world number one jimmy connors is planning a long-term relationship,sport,bbc
us woman sues over cartridges a us woman is suing hewlett packard (hp) saying its printer,tech,bbc
lib dems unveil women s manifesto the liberal democrats are attempting to woo female voters with,politics,bbc
gm issues 2005 profits warning general motors has warned that it expects earnings this year be,business,bbc
wales stars need a rest - ruddock wales coach mike ruddock has defended his decision not,sport,bbc
criminal probe on citigroup deals traders at us banking giant citigroup are facing a criminal investigation,business,bbc
davies favours gloucester future wales hooker mefin davies is likely to stay with english side gloucester,sport,bbc
brazil jobless rate hits new low brazil s unemployment rate fell to its lowest level in,business,bbc
q&a: malcolm glazer and man utd the battle for control of manchester united has taken another,business,bbc
delta cuts fares in survival plan delta air lines is cutting domestic fares by as much,business,bbc
warning over windows word files writing a microsoft word document can be a dangerous business according,tech,bbc
bank payout to pinochet victims a us bank has said it will donate more than $8m,business,bbc
sociedad set to rescue mladenovic rangers are set to loan out-of-favour midfielder dragan mladenovic to real,sport,bbc
indy buys into india paper irish publishing group independent news & media is buying up a,business,bbc
teens know little of politics teenagers questioned for a survey have shown little interest in politics,politics,bbc
immigration to be election issue immigration and asylum have normally been issues politicians from the big,politics,bbc
clijsters could play aussie open kim clijsters has denied reports that she has pulled out of,sport,bbc
mobile audio enters new dimension as mobile phones move closer to being a ubiquitous all-in-one media,tech,bbc
ref stands by scotland decisions the referee from saturday s france v scotland six nations match,sport,bbc
italy aim to rattle england italy coach john kirwan believes his side can upset england as,sport,bbc
councils prepare to set tax rises council tax in scotland is set to rise by an,politics,bbc
yukos bankruptcy not us matter russian authorities do not have to abide by any us court,business,bbc
bmw cash to fuel mini production less than four years after the new mini was launched,business,bbc
libya takes $1bn in unfrozen funds libya has withdrawn $1bn in assets from the us assets,business,bbc
tv debate urged for party chiefs broadcasters should fix a date for a pre-election televised debate,politics,bbc
spain coach faces racism inquiry spain s football federation has initiated disciplinary action against national coach,sport,bbc
roddick into san jose final andy roddick will play cyril saulnier in the final of the,sport,bbc
trade gap narrows as exports rise the uk s trade gap narrowed in november helped by,business,bbc
safin cool on wimbledon newly-crowned australian open champion marat safin has ruled out any chance of,sport,bbc
2d metal slug offers retro fun like some drill sergeant from the past metal slug 3,tech,bbc
us woman sues over ink cartridges a us woman is suing hewlett packard (hp) saying its,tech,bbc
roddick in talks over new coach andy roddick is reportedly close to confirming us davis cup,sport,bbc
owen set for skipper role wales number eight michael owen says replacing gareth thomas as wales,sport,bbc
progress on new internet domains by early 2005 the net could have two new domain names.,tech,bbc
call to save manufacturing jobs the trades union congress (tuc) is calling on the government to,business,bbc
profile: gordon brown the ultimate prize of 10 downing street may continue to elude him but,politics,bbc
game makers get xbox 2 sneak peek microsoft has given game makers a glimpse of the,tech,bbc
english clubs make euro history all four of england s champions league representatives have reached the,sport,bbc
mobile music challenges ipod age nokia and microsoft have agreed a deal to work on delivery,tech,bbc
bortolami predicts dour contest italy skipper marco bortolami believes saturday s six nations contest against scotland,sport,bbc
officials respond in court row australian tennis top official has defended the australian open courts at,sport,bbc
call for kenteris to be cleared kostas kenteris lawyer has called for the doping charges against,sport,bbc
blair labour s longest-serving pm tony blair has become the labour party s longest-serving prime minister.,politics,bbc
qwest may spark mci bidding war us phone company qwest has said it will table a,business,bbc
mobile gig aims to rock 3g forget about going to a crowded bar to enjoy a,tech,bbc
doors open at biggest gadget fair thousands of technology lovers and industry experts have gathered in,tech,bbc
worcester v sale (fri) sixways friday 25 february 2000 gmt they make just one change with,sport,bbc
european losses hit gm s profits general motors (gm) saw its net profits fall 37% in,business,bbc
brown to outline presidency goals next year will be make or break for development in poorer,politics,bbc
brown names 16 march for budget chancellor gordon brown will deliver his budget to the house,politics,bbc
gold falls on imf sale concerns the price of gold has fallen after the international monetary,business,bbc
humanoid robot learns how to run car-maker honda s humanoid robot asimo has just got faster,tech,bbc
mourinho defiant on chelsea form chelsea boss jose mourinho has insisted that sir alex ferguson and,sport,bbc
new foot and mouth action urged a senior tory mp has criticised agriculture department defra s,politics,bbc
taxes must be trusted - kennedy public trust in taxes is breaking down because labour and,politics,bbc
iraqis win death test case probe the family of an iraqi civilian allegedly killed by uk,politics,bbc
mcclaren targets champions league middlesbrough boss steve mcclaren believes his side can clinch a top-four spot,sport,bbc
redknapp s saints face pompey tie new southampton manager harry redknapp faces an immediate reunion with,sport,bbc
tough rules for ringtone sellers firms that flout rules on how ringtones and other mobile extras,tech,bbc
galloway plea for hostage release ex-labour mp george galloway has appealed for the release of aid,politics,bbc
hitler row over welsh arts cash an artist critical of welsh arts funding being brought under,politics,bbc
peugeot deal boosts mitsubishi struggling japanese car maker mitsubishi motors has struck a deal to supply,business,bbc
fosters buys stake in winemaker australian brewer fosters has bought a large stake in australian winemaker,business,bbc
india s maruti sees profits jump india s biggest carmaker maruti has reported a sharp increase,business,bbc
sa unveils more for all budget the south african government has put tax cuts and increased,business,bbc
few ready for information act thousands of public bodies are ill-prepared for the freedom of information,politics,bbc
labour mps fears over squabbling if there is one thing certain to stiffen the spines of,politics,bbc
microsoft debuts security tools microsoft is releasing tools that clean up pcs harbouring viruses and spyware.,tech,bbc
sporting rivals go to extra time the current slew of sports games offers unparalleled opportunities for,tech,bbc
mp s shock at long lost daughter labour mp stephen pound has told of his shock,politics,bbc
no half measures with half-life 2 could half-life 2 possibly live up to the hype after,tech,bbc
ultimate game award for doom 3 sci-fi shooter doom 3 has blasted away the competition at,tech,bbc
china ripe for media explosion asia is set to drive global media growth to 2008 and,tech,bbc
malaysia lifts islamic bank limit malaysia s central bank is to relax restrictions on foreign ownership,business,bbc
microsoft gets the blogging bug software giant microsoft is taking the plunge into the world of,tech,bbc
weak end-of-year sales hit next next has said its annual profit will be £5m lower than,business,bbc
abbas will not tolerate attacks palestinian leader mahmoud abbas has said he will not tolerate attacks,politics,bbc
search wars hit desktop pcs another front in the on-going battle between microsoft and google is,tech,bbc
circuit city gets takeover offer circuit city stores the second-largest electronics retailer in the us has,business,bbc
finding new homes for old phones re-using old mobile phones is not just good for the,tech,bbc
no more concessions on terror charles clarke says he has no desire to offer more concessions,politics,bbc
lesotho textile workers lose jobs six foreign-owned textile factories have closed in lesotho leaving 6 650,business,bbc
hingis hints at playing comeback martina hingis has admitted that she might consider a competitive return,sport,bbc
all black magic: new zealand rugby playing colours:  all black  the haka and more!,sport,bbc
jack cunningham to stand down veteran labour mp and former cabinet minister jack cunningham has said,politics,bbc
games deserve a place in class computer games could enhance learning and have a legitimate place,tech,bbc
